site_no,date,mean
09034250,2021-06-22,2.625
09034250,2021-06-23,2.611458333333333
09034250,2021-06-24,2.6166666666666667
09034250,2021-06-25,3.3072916666666665
09034250,2021-06-26,3.4052083333333334
09034250,2021-06-27,4.336458333333334
09034250,2021-06-28,3.4625
09034250,2021-06-29,3.234375
09034250,2021-06-30,3.175
09034250,2021-07-01,3.1791666666666667
09034250,2021-07-02,3.19375
09034250,2021-07-03,3.1606382978723406
09034250,2021-07-04,3.0452631578947367
09034250,2021-07-05,3.0125
09034250,2021-07-06,2.8510416666666667
09034250,2021-07-07,2.8229166666666665
09034250,2021-07-08,2.740625
09034250,2021-07-09,2.872916666666667
09034250,2021-07-10,2.8479166666666664
09034250,2021-07-11,2.763541666666667
09034250,2021-07-12,2.7473684210526317
09034250,2021-07-13,2.81875
09034250,2021-07-14,3.1197916666666665
09034250,2021-07-15,3.480208333333333
09034250,2021-07-16,3.5239583333333333
09034250,2021-07-17,3.44375
09034250,2021-07-18,3.747916666666667
09034250,2021-07-19,3.5572916666666665
09034250,2021-07-20,3.58125
09034250,2021-07-21,3.826041666666667
09034250,2021-07-22,3.765957446808511
09034250,2021-07-23,4.742708333333334
09034250,2021-07-24,5.028125
09034250,2021-07-25,6.022916666666666
09034250,2021-07-26,5.954166666666667
09034250,2021-07-27,5.882291666666666
09034250,2021-07-28,6.134375
09034250,2021-07-29,6.383333333333334
09034250,2021-07-30,6.408333333333333
09034250,2021-07-31,6.8625
09034250,2021-08-01,6.559375
09034250,2021-08-02,7.189583333333333
09034250,2021-08-03,7.65
09034250,2021-08-04,8.60625
09034250,2021-08-05,8.2
09034250,2021-08-06,8.38125
09034250,2021-08-07,9.427083333333334
09034250,2021-08-08,9.547916666666667
09034250,2021-08-09,9.473958333333334
09034250,2021-08-10,9.323958333333334
09034250,2021-08-11,10.410416666666666
09034250,2021-08-12,10.175
09034250,2021-08-13,10.14375
09034250,2021-08-14,10.710416666666667
09034250,2021-08-15,9.857291666666667
09034250,2021-08-16,9.408333333333333
09034250,2021-08-17,9.440625
09034250,2021-08-18,9.321739130434782
09034250,2021-08-19,10.355208333333334
09034250,2021-08-20,10.778125
09034250,2021-08-21,9.941666666666666
09034250,2021-08-22,8.397916666666667
09034250,2021-08-23,7.684375
09034250,2021-08-24,7.486458333333333
09034250,2021-08-25,7.45625
09034250,2021-08-26,7.077083333333333
09034250,2021-08-27,7.116666666666666
09034250,2021-08-28,7.1
09034250,2021-08-29,6.836458333333334
09034250,2021-08-30,6.61875
09034250,2021-08-31,6.358333333333333
09034250,2021-09-01,6.169791666666667
09034250,2021-09-02,6.452127659574468
09034250,2021-09-03,6.652083333333334
09034250,2021-09-04,6.071875
09034250,2021-09-05,6.19375
09034250,2021-09-06,6.1125
09034250,2021-09-07,6.7125
09034250,2021-09-08,6.996875
09034250,2021-09-09,8.082291666666666
09034250,2021-09-10,8.085416666666667
09034250,2021-09-11,8.520833333333334
09034250,2021-09-12,9.434375
09034250,2021-09-13,10.219791666666667
09034250,2021-09-14,12.641666666666667
09034250,2021-09-15,12.628125
09034250,2021-09-16,15.272916666666667
09034250,2021-09-17,19.770833333333332
09034250,2021-09-18,20.316666666666666
09034250,2021-09-19,19.054736842105264
09034250,2021-09-20,18.590625
09034250,2021-09-21,17.442708333333332
09034250,2021-09-22,13.641666666666667
09034250,2021-09-23,12.077083333333333
09034250,2021-09-24,11.396875
09034250,2021-09-25,10.441666666666666
09034250,2021-09-26,10.051041666666666
09034250,2021-09-27,9.657291666666667
09034250,2021-09-28,10.865625
09034250,2021-09-29,9.623958333333333
09034250,2021-09-30,8.780208333333333
09034250,2021-10-01,9.203333333333333
09034250,2022-05-01,NA
09034250,2022-05-02,8.433333333333334
09034250,2022-05-03,10.348529411764705
