site_no,date,mean
09014050,2010-04-13,1.150925925925926
09014050,2010-04-14,1.2493055555555554
09014050,2010-04-15,1.3611111111111112
09014050,2010-04-16,1.645138888888889
09014050,2010-04-17,1.3555555555555556
09014050,2010-04-18,1.3293706293706293
09014050,2010-04-19,1.7008196721311475
09014050,2010-04-20,1.7154929577464788
09014050,2010-04-21,2.0093525179856115
09014050,2010-04-22,1.9770833333333333
09014050,2010-04-23,2.76875
09014050,2010-04-24,2.2352517985611513
09014050,2010-04-25,1.8027972027972028
09014050,2010-04-26,1.673049645390071
09014050,2010-04-27,1.7573426573426574
09014050,2010-04-28,1.672027972027972
09014050,2010-04-29,1.872027972027972
09014050,2010-04-30,1.7284722222222222
09014050,2010-05-01,1.6145833333333333
09014050,2010-05-02,1.7520833333333334
09014050,2010-05-03,1.729861111111111
09014050,2010-05-04,2.1131944444444444
09014050,2010-05-05,1.84375
09014050,2010-05-06,1.818881118881119
09014050,2010-05-07,1.4569444444444444
09014050,2010-05-08,1.5333333333333334
09014050,2010-05-09,1.5202797202797202
09014050,2010-05-10,1.0223776223776224
09014050,2010-05-11,0.7125
09014050,2010-05-12,1.0223776223776224
09014050,2010-05-13,0.6916666666666667
09014050,2010-05-14,0.6549295774647887
09014050,2010-05-15,0.8028985507246377
09014050,2010-05-16,0.7299270072992701
09014050,2010-05-17,0.5853146853146853
09014050,2010-05-18,0.6611111111111111
09014050,2010-05-19,0.6333333333333333
09014050,2010-05-20,0.6618055555555555
09014050,2010-05-21,0.928169014084507
09014050,2010-05-22,0.6944055944055944
09014050,2010-05-23,0.9444444444444444
09014050,2010-05-24,0.8584507042253522
09014050,2010-05-25,0.6013888888888889
09014050,2010-05-26,0.6811188811188811
09014050,2010-05-27,0.6985507246376812
09014050,2010-05-28,0.6319444444444444
09014050,2010-05-29,0.9777777777777777
09014050,2010-05-30,0.7631944444444444
09014050,2010-05-31,0.7493055555555556
09014050,2010-06-01,0.7124999999999999
09014050,2010-06-02,0.6763888888888888
09014050,2010-06-03,0.6418439716312057
09014050,2010-06-04,0.6472222222222221
09014050,2010-06-05,0.9133802816901408
09014050,2010-06-06,2.473239436619718
09014050,2010-06-07,1.3424242424242425
09014050,2010-06-10,1.3722222222222222
09014050,2010-06-11,1.2666666666666666
09014050,2010-06-12,1.211111111111111
09014050,2010-06-16,0.9296296296296297
09014050,2010-06-17,0.9069444444444444
09014050,2010-06-18,0.8270833333333334
09014050,2010-06-19,0.820138888888889
09014050,2010-06-20,0.7652777777777778
09014050,2010-06-21,0.73125
09014050,2010-06-22,0.4574468085106383
09014050,2010-06-23,0.41250000000000003
09014050,2010-06-24,0.4166666666666667
09014050,2010-06-25,0.3723404255319149
09014050,2010-06-26,0.5255319148936171
09014050,2010-06-27,0.4216783216783217
09014050,2010-06-28,0.6173611111111111
09014050,2010-06-29,0.9451388888888889
09014050,2010-06-30,1.025
09014050,2010-07-01,1.187857142857143
09014050,2010-07-02,1.1285714285714286
09014050,2010-07-03,1.5027777777777778
09014050,2010-07-04,1.962937062937063
09014050,2010-07-05,2.0269503546099292
09014050,2010-07-06,1.6808510638297873
09014050,2010-07-07,2.693939393939394
09014050,2010-07-08,1.6218045112781956
09014050,2010-07-09,1.4773722627737227
09014050,2010-07-10,1.274468085106383
09014050,2010-07-11,1.702836879432624
09014050,2010-07-12,2.0318840579710145
09014050,2010-07-13,1.7236111111111112
09014050,2010-07-14,1.6909722222222223
09014050,2010-07-15,2.042361111111111
09014050,2010-07-16,1.6972222222222222
09014050,2010-07-17,1.8223300970873786
09014050,2010-07-18,2.1478260869565218
09014050,2010-07-19,1.6625
09014050,2010-07-20,2.0006944444444446
09014050,2010-07-21,1.9321167883211678
09014050,2010-07-22,2.2412213740458014
09014050,2010-07-23,1.8069444444444445
09014050,2010-07-24,1.827972027972028
09014050,2010-07-25,1.7503496503496503
09014050,2010-07-26,1.6861111111111111
09014050,2010-07-27,1.5894366197183099
09014050,2010-07-28,1.7228571428571429
09014050,2010-07-29,1.7118055555555556
09014050,2010-07-30,1.8741258741258742
09014050,2010-07-31,2.2113475177304966
09014050,2010-08-01,2.062043795620438
09014050,2010-08-02,2.065942028985507
09014050,2010-08-03,2.057638888888889
09014050,2010-08-04,2.2964539007092197
09014050,2010-08-05,2.611111111111111
09014050,2010-08-06,2.7968992248062015
09014050,2010-08-07,3.3045112781954886
09014050,2010-08-08,3.2687943262411348
09014050,2010-08-09,3.578723404255319
09014050,2010-08-10,3.674647887323944
09014050,2010-08-11,4.215492957746479
09014050,2010-08-12,5.350364963503649
09014050,2010-08-13,6.30431654676259
09014050,2010-08-14,5.821830985915493
09014050,2010-08-15,6.183333333333334
09014050,2010-08-16,6.596503496503496
09014050,2010-08-17,8.582142857142857
09014050,2010-08-18,7.9375
09014050,2010-08-19,6.398601398601398
09014050,2010-08-20,6.710714285714285
09014050,2010-08-21,6.879856115107914
09014050,2010-08-22,7.581690140845071
09014050,2010-08-23,21.320149253731344
09014050,2010-08-24,6.791666666666667
09014050,2010-08-26,4.686111111111111
09014050,2010-08-27,4.208510638297872
09014050,2010-08-28,3.74375
09014050,2010-08-29,4.15979381443299
09014050,2010-08-30,4.109677419354838
09014050,2010-08-31,4.453333333333333
09014050,2010-09-03,3.5252631578947367
09014050,2010-09-04,3.261111111111111
09014050,2010-09-06,3.703809523809524
09014050,2010-09-07,3.2305555555555556
09014050,2010-09-08,3.1585714285714284
09014050,2010-09-09,3.9545454545454546
09014050,2010-09-10,3.6455882352941176
09014050,2010-09-11,3.594656488549618
